Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,correo de programador,correo de planeador,imagen_observacion
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518559,LLENADORA,13342649,Inspección semanal llenadora,Estado de los sensores de carrilera de tapa,si,CUMPLE,"15/5/2024, 14:09:13","0,04",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518559,LLENADORA,13342649,Inspección semanal llenadora,Revisión cuñero tornillo sinfín,si,CUMPLE,"15/5/2024, 14:09:22","0,04",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518559,LLENADORA,13342649,Inspección semanal llenadora,Revisión estado y ajuste con pista de trabajo de camones que ayudan al paso de leva,si,CUMPLE,"15/5/2024, 14:09:33","0,04",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,820123,SECADOR DE AIRE,13349721,Inspeccion semanal Secador de aire FX13,Revisión del correcto funcionamiento del  sistema electrónico ,si,CUMPLE,"8/5/2024, 20:47:15","0,025",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,820123,SECADOR DE AIRE,13349721,Inspeccion semanal Secador de aire FX13,Revisión del correcto funcionamiento del sistema de refrigeración,si,CUMPLE,"8/5/2024, 20:45:54","0,025",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,820123,SECADOR DE AIRE,13349721,Inspeccion semanal Secador de aire FX13,Verificar del estado general del equipo.,si,CUMPLE,"8/5/2024, 20:45:48","0,025",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,820123,SECADOR DE AIRE,13349721,Inspeccion semanal Secador de aire FX13,Revisión de instrumentos de medicion,si,CUMPLE,"8/5/2024, 20:45:41","0,025",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13349723,Inspeccion semanal Trans botellas vacias,Estado de cadenas (cardánicas ó tabletop),si,CUMPLE,"21/5/2024, 10:37:50","0,01",si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13349723,Inspeccion semanal Trans botellas vacias,Estado de las cadenas de transmision reductores,si,CUMPLE,"21/5/2024, 10:37:58","0,01",si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13349723,Inspeccion semanal Trans botellas vacias,"Ruido, vibración y calentamiento en motorreductores",si,CUMPLE,"21/5/2024, 10:38:05","0,01",si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13349723,Inspeccion semanal Trans botellas vacias,VerificarAjuste de chumaceras y estado de los ejes,si,CUMPLE,"21/5/2024, 10:38:11","0,01",si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13349723,Inspeccion semanal Trans botellas vacias,Fugas de aceite en reductores,si,CUMPLE,"21/5/2024, 10:38:22","0,01",si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13349723,Inspeccion semanal Trans botellas vacias,"Estado de los tableros eléctricos (contactores, pulsadores, breakes, selectores etc)",si,CUMPLE,"21/5/2024, 10:38:26","0,01",si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13349723,Inspeccion semanal Trans botellas vacias,"Estado general de las estruccturas, bases, baranda guisas, soportes",si,CUMPLE,"21/5/2024, 10:38:37","0,01",si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13349723,Inspeccion semanal Trans botellas vacias,"Verificar Lubricación de Rodamientos, Sprokets y cadenas",si,CUMPLE,"21/5/2024, 10:38:43","0,01",si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13349723,Inspeccion semanal Trans botellas vacias,Revision de sensores de acumulación,si,CUMPLE,"21/5/2024, 10:38:54","0,01",si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13349723,Inspeccion semanal Trans botellas vacias,Revision de enfiladores neumaticos,si,CUMPLE,"21/5/2024, 10:39:02","0,01",si,si,si,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13349727,Inspeccion semanal Codificador Markem,Revision cabezal de impresión,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13349727,Inspeccion semanal Codificador Markem,Revisión estado de la impresión,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13349727,Inspeccion semanal Codificador Markem,Limpieza gral del cabezal de impresión,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13349727,Inspeccion semanal Codificador Markem,Revisión estado de soportes y rodillos de cinta,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13349727,Inspeccion semanal Codificador Markem,Consumo cinta térmica,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13349727,Inspeccion semanal Codificador Markem,Aspecto general del equipo.,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13349727,Inspeccion semanal Codificador Markem,Verificar si hay humedad en los equipos electronicos,,,,"0,0142857143",si,si,si,si,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",51855901,CORONADORA,13337665,Inspeccion semanal coronadora,INSPECCIÓN SEMANAL CORONADORA,si,CUMPLE,"15/5/2024, 14:06:18","0,1",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,620016,CUARTO FRIO MATERIA PRIMA,13349728,Inspeccion semanal cuarto frio,INSPECCIÓN SEMANAL CUARTO FRIO MATERIA PRIMA,si,CUMPLE,"8/5/2024, 20:42:03","0,1",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",51954003,ELEVADOR DE TAPA PLASTICA,13349726,Inspeccion semanal elevador de tapas,INSPECCIÓN SEMANAL ELEVADOR DE TAPA PLASTICA,,,,"0,1",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709664,EQUIPO ULTRAVIOLETA,13349707,Inspeccion semanal equipo UV L1,Revisión general de condiciones de trabajo,si,CUMPLE,"9/5/2024, 13:00:21","0,02",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709664,EQUIPO ULTRAVIOLETA,13349707,Inspeccion semanal equipo UV L1,Revision del estado del QUARZO y lampara,si,CUMPLE,"9/5/2024, 13:00:31","0,02",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709664,EQUIPO ULTRAVIOLETA,13349707,Inspeccion semanal equipo UV L1,Revision  de Sockets de lamparas,si,CUMPLE,"9/5/2024, 13:00:37","0,02",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709664,EQUIPO ULTRAVIOLETA,13349707,Inspeccion semanal equipo UV L1,Revisión tablero de alimentacion eléctrica y  estabilizador de voltaje,si,CUMPLE,"9/5/2024, 13:00:43","0,02",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709664,EQUIPO ULTRAVIOLETA,13349707,Inspeccion semanal equipo UV L1,Verifique si hay humedad en los equipos electronicos.,si,CUMPLE,"9/5/2024, 13:00:48","0,02",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,709665,EQUIPO ULTRAVIOLETA,13349708,Inspeccion semanal equipo UV SJ,Revisión general de condiciones de trabajo,si,CUMPLE,"9/5/2024, 12:43:50","0,02",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,709665,EQUIPO ULTRAVIOLETA,13349708,Inspeccion semanal equipo UV SJ,Revision del estado del QUARZO y lampara,si,CUMPLE,"9/5/2024, 12:44:01","0,02",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,709665,EQUIPO ULTRAVIOLETA,13349708,Inspeccion semanal equipo UV SJ,Revision  de Sockets de lamparas,si,CUMPLE,"9/5/2024, 12:44:11","0,02",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,709665,EQUIPO ULTRAVIOLETA,13349708,Inspeccion semanal equipo UV SJ,Revisión tablero de alimentacion eléctrica y  estabilizador de voltaje,si,CUMPLE,"9/5/2024, 12:44:23","0,02",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,709665,EQUIPO ULTRAVIOLETA,13349708,Inspeccion semanal equipo UV SJ,Verifique si hay humedad en los equipos electronicos.,si,CUMPLE,"9/5/2024, 12:45:21","0,02",,,,,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70961703,FILTRO DE ARENA  ENVASADO,13342609,Inspeccion semanal Filtro arena ENV I,INSPECCIÓN SEMANAL FILTRO DE ARENA  ENVASADO,,,,"0,1",si,si,si,si,,,
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70961704,FILTRO DE ARENA  ENVASADO,13342611,Inspeccion semanal Filtro arena ENV II,INSPECCIÓN SEMANAL FILTRO DE ARENA  ENVASADO,,,,"0,1",si,si,si,si,,,
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70961701,FILTRO DE ARENA LAVADORAS,13342607,Inspeccion semanal Filtro arena LAV I,INSPECCIÓN SEMANAL FILTRO DE ARENA LAVADORAS,,,,"0,1",si,si,si,si,,,
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70961702,FILTRO DE ARENA LAVADORAS,13342608,Inspeccion semanal Filtro arena LAV II,INSPECCIÓN SEMANAL FILTRO DE ARENA LAVADORAS,,,,"0,1",si,si,si,si,,,
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70961707,FILTRO DE CARBON ENVASADO,13342614,Inspeccion semanal Filtro carbon ENVA I,INSPECCIÓN SEMANAL FILTRO DE CARBON ENVASADO,,,,"0,1",si,si,si,si,,,
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70961708,FILTRO DE CARBON ENVASADO,13349706,Inspeccion semanal Filtro carbon ENVA II,INSPECCIÓN SEMANAL FILTRO DE CARBON ENVASADO,si,CUMPLE,"7/5/2024, 20:03:53","0,1",,,,,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70961705,FILTRO DE CARBON LAVADORAS,13342612,Inspeccion semanal Filtro carbon LAVA I,INSPECCIÓN SEMANAL FILTRO DE CARBON LAVADORAS,si,CUMPLE,"7/5/2024, 20:04:06","0,1",,,,,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70961706,FILTRO DE CARBON LAVADORAS,13349704,Inspeccion semanal Filtro carbon LAVA II,INSPECCIÓN SEMANAL FILTRO DE CARBON LAVADORAS,si,CUMPLE,"7/5/2024, 20:04:11","0,1",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,69962254,FILTRO PRENSA,13349696,Inspección semanal filtro prensa,INSPECCIÓN SEMANAL FILTRO PRENSA,si,CUMPLE,"9/5/2024, 12:45:37","0,1",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,709678,FILTRO PULIDOR  PALL AGUA AGUA CRISTAL,13349710,Inspeccion semanal pulidor PALL AC,INSPECCIÓN SEMANAL FILTRO PULIDOR  PALL AGUA AGUA CRISTAL,,,,"0,1",si,si,si,si,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709677,FILTRO PULIDOR  PALL AGUA ENVASADO,13349709,Inspeccion semanal pulidor PALL L1,INSPECCIÓN SEMANAL FILTRO PULIDOR  PALL AGUA ENVASADO,si,CUMPLE,"9/5/2024, 13:00:54","0,1",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,709679,FILTRO PULIDOR  PALL AGUA SALA JARABES,13349712,Inspeccion semanal pulidor PALL SJ,INSPECCIÓN SEMANAL FILTRO PULIDOR  PALL AGUA SALA JARABES,si,CUMPLE,"9/5/2024, 12:46:53","0,1",,,,,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,700033,FLOCULADOR  AGUA ENVASADO,13342604,Inspeccion semanal Floculador envasado,INSPECCIÓN SEMANAL FLOCULADOR  AGUA ENVASADO,si,CUMPLE,"7/5/2024, 20:04:18","0,5",,,,,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,709457,FLOCULADOR  AGUA LAVADORAS,13342601,Inspeccion semanal Floculador envasado,INSPECCIÓN SEMANAL FLOCULADOR  AGUA LAVADORAS,si,CUMPLE,"7/5/2024, 20:04:23","0,1",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,Revision estado de los instrumentos de medición,,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,"Fugas de aire, agua, aceite ó vapor",,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,"Ruido, Vibración ó calentamiento en motor y bombas",,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,Revision de flujo de agua en boquillas de lavado y enjuague,,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,"Estado de canastas, Cadena porta canastas ",,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,Estado de cilindros y valvulas neumaticas,,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,Estado de sensores mecanismo de descargue,,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,Estado de la estructura (Láminas y platinas inox),,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,Revision de transportadores a la descarga,,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,Estado de tuberias y Valvulas,,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,Revision de unidad de mantenimiento y sistema de lubricacion,,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13349715,Inspeccion semanal Lavadora Botellon,Estado de empaques y vidrios de ventanas,,,,"0,0083333333",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13349714,Inspeccion semanal Lavadora Huacales,Estado de los instrumentos de medición,si,CUMPLE,"15/5/2024, 14:51:31","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13349714,Inspeccion semanal Lavadora Huacales,"Fugas de aire, agua, aceite ó vapor",si,CUMPLE,"15/5/2024, 14:51:52","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13349714,Inspeccion semanal Lavadora Huacales,"Ruido, Vibración ó calentamiento en motores y bombas",si,CUMPLE,"15/5/2024, 14:52:06","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13349714,Inspeccion semanal Lavadora Huacales,Revision de boquillas de lavado y enjuague,si,CUMPLE,"15/5/2024, 14:52:57","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13349714,Inspeccion semanal Lavadora Huacales,Revision de chumacera,si,CUMPLE,"15/5/2024, 14:53:07","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13349714,Inspeccion semanal Lavadora Huacales,Estado de la estructura (Láminas y platinas inox),si,CUMPLE,"15/5/2024, 14:53:17","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13349714,Inspeccion semanal Lavadora Huacales,Estado de empaques y vidrios de ventanas,si,CUMPLE,"15/5/2024, 14:53:26","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13349714,Inspeccion semanal Lavadora Huacales,Verificar estado de tuberías y válvulas,si,CUMPLE,"15/5/2024, 14:53:36","0,0125",si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,Estado de instrumentos de medición,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,Revisar fugas de agua y soda,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,Fugas de aceite en motores y reducctores,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,"Ruido, vibración y calentamiento en motores, reductores y bombas",,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,Funcionamiento de los controles de nivel en los tanques de almacenamiento,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,"Estado de los tableros eléctricos (contactores, pulsadures, breakes,  selectores,  cableado etc.)",,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,Estado de bombas dosificadoras y sumergible,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,Estado de agitadores,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,Estado de tuberías y pintura,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,Revisar el estado de la estructura,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,Estado de válvulas pulsantes,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13349716,Inspeccion semanal planta agua residuale,Estado de la tea,,,,"0,0083333333",si,si,si,si,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689622,REDES HIDRAULICAS Y NEUMATICAS,13349695,Inspeccion semanal Redes Hidraulicas y N,INSPECCIÓN SEMANAL REDES HIDRAULICAS Y NEUMATICAS,si,CUMPLE,"8/5/2024, 20:41:58","0,1",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,749278,SUBESTACION ELECTRICA,13349720,Inspeccion semanal Subestación Monteria,Estado de los instrumentos de medición,si,CUMPLE,"8/5/2024, 20:41:30","0,0142857143",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,749278,SUBESTACION ELECTRICA,13349720,Inspeccion semanal Subestación Monteria,"Verificar ruido, vibración, calentamiento en terminales sistema fuerza , rango de temperatura en el transformador",si,CUMPLE,"8/5/2024, 20:41:23","0,0142857143",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,749278,SUBESTACION ELECTRICA,13349720,Inspeccion semanal Subestación Monteria,Vibracion de barrajes principales y secundarios,si,CUMPLE,"8/5/2024, 20:41:10","0,0142857143",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,749278,SUBESTACION ELECTRICA,13349720,Inspeccion semanal Subestación Monteria,Sitema de señalizacion,si,CUMPLE,"8/5/2024, 20:41:05","0,0142857143",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,749278,SUBESTACION ELECTRICA,13349720,Inspeccion semanal Subestación Monteria,Verificar lectura de factor de potencia φ. ,si,CUMPLE,"8/5/2024, 20:40:51","0,0142857143",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,749278,SUBESTACION ELECTRICA,13349720,Inspeccion semanal Subestación Monteria,Revisión general del tablero de condensadores.,si,CUMPLE,"8/5/2024, 20:40:44","0,0142857143",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,749278,SUBESTACION ELECTRICA,13349720,Inspeccion semanal Subestación Monteria,Revisión del estado de los extractores,si,CUMPLE,"8/5/2024, 20:40:37","0,0142857143",,,,,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70003306,TANQUE DE BALANCEO ENVASADO 15 m3,13342600,Inspeccion semanal Tanque  pulmón 15M,INSPECCIÓN SEMANAL TANQUE DE BALANCEO ENVASADO 15 m3,si,CUMPLE,"7/5/2024, 20:04:34","0,1",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,69962204,TANQUE DE JARABE No. 4,13342578,Inspeccion semanal Tanque Jarabe 4,INSPECCIÓN SEMANAL TANQUE DE JARABE No. 4,si,CUMPLE,"9/5/2024, 12:48:31","0,1",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709913,TANQUE Y BASCULA DE CO2,13349713,Inspeccion semanal Tanque CO2,INSPECCIÓN SEMANAL TANQUE Y BASCULA DE CO2,si,CUMPLE,"8/5/2024, 20:47:29","0,1",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13349722,Inspeccion semanal Transportador botella,"Estado de cadenas (cardánicas ó tabletop), piñones, carretas",,,,"0,0142857143",si,si,si,si,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13349722,Inspeccion semanal Transportador botella,"Ruido, vibración y calentamiento en motorreductores",,,,"0,0142857143",si,si,si,si,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13349722,Inspeccion semanal Transportador botella,Verificar Ajuste de chumaceras y estado de los ejes,,,,"0,0142857143",si,si,si,si,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13349722,Inspeccion semanal Transportador botella,Fugas de aceite en reductores,,,,"0,0142857143",si,si,si,si,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13349722,Inspeccion semanal Transportador botella,"Estado de los tableros eléctricos (contactores, pulsadores, breakes, selectores etc)",,,,"0,0142857143",si,si,si,si,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13349722,Inspeccion semanal Transportador botella,"Estado general de las estruccturas, bases, baranda guias, soportes",,,,"0,0142857143",si,si,si,si,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13349722,Inspeccion semanal Transportador botella,"Verificar Lubricación de Rodamientos, Sprokets y cadenas",,,,"0,0142857143",si,si,si,si,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13349724,Inspeccion semanal Transp botellones,Estado de cadenas ,si,CUMPLE,"17/5/2024, 13:34:59","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13349724,Inspeccion semanal Transp botellones,Estado de las cadenas de transmision reductores,si,CUMPLE,"17/5/2024, 13:35:09","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13349724,Inspeccion semanal Transp botellones,"Ruido, vibración y calentamiento en motorreductores",si,CUMPLE,"17/5/2024, 13:35:22","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13349724,Inspeccion semanal Transp botellones,Verificar ajuste de chumaceras y estado de los ejes,si,CUMPLE,"17/5/2024, 13:35:33","0,0125",si,si,si,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13349724,Inspeccion semanal Transp botellones,"Fugas de aceite en reductores, aire, agua.",si,CUMPLE,"17/5/2024, 13:35:47","0,0125",si,si,si,si,.,.,CUMPLE
