Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,correo de programador,correo de planeador,imagen_observacion
LINEA PARA EL LLENADO DE BOLSAS,710172,LLENADORA DE BOLSAS LINEA 4,13355594,Inspeccion semanal Llenadora agua L4,Estado de los instrumentos de medición,,,,"0,0083333333",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,710172,LLENADORA DE BOLSAS LINEA 4,13355594,Inspeccion semanal Llenadora agua L4,Estado de los sensores,,,,"0,0083333333",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,710172,LLENADORA DE BOLSAS LINEA 4,13355594,Inspeccion semanal Llenadora agua L4,"Ruido, vibración o calentamiento en motores y bombas",,,,"0,0083333333",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,710172,LLENADORA DE BOLSAS LINEA 4,13355594,Inspeccion semanal Llenadora agua L4,Verificar sellado y dosificación,,,,"0,0083333333",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,710172,LLENADORA DE BOLSAS LINEA 4,13355594,Inspeccion semanal Llenadora agua L4,Estado de la estructuta,,,,"0,0083333333",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,710172,LLENADORA DE BOLSAS LINEA 4,13355594,Inspeccion semanal Llenadora agua L4,Estado de las mangueras y racores,,,,"0,0083333333",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,710172,LLENADORA DE BOLSAS LINEA 4,13355594,Inspeccion semanal Llenadora agua L4,"Revisar el estado de transportadora en general (Cumacera, cadena, teflones, otros)",,,,"0,0083333333",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,710172,LLENADORA DE BOLSAS LINEA 4,13355594,Inspeccion semanal Llenadora agua L4,"Revision de rodillos tensores, rodillos tobogan, rodillos deslizadores de rollo",,,,"0,0083333333",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,710172,LLENADORA DE BOLSAS LINEA 4,13355594,Inspeccion semanal Llenadora agua L4,"Revision de rodillos seguidores de leva, leva engranajes plasticos, otros",,,,"0,0083333333",si,si,si,si,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,820123,SECADOR DE AIRE,13355599,Inspeccion semanal Secador de aire FX13,Revisión del correcto funcionamiento del  sistema electrónico ,si,CUMPLE,"21/5/2024, 17:23:32","0,025",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,820123,SECADOR DE AIRE,13355599,Inspeccion semanal Secador de aire FX13,Revisión del correcto funcionamiento del sistema de refrigeración,si,CUMPLE,"21/5/2024, 17:23:39","0,025",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,820123,SECADOR DE AIRE,13355599,Inspeccion semanal Secador de aire FX13,Verificar del estado general del equipo.,si,CUMPLE,"21/5/2024, 17:23:46","0,025",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,820123,SECADOR DE AIRE,13355599,Inspeccion semanal Secador de aire FX13,Revisión de instrumentos de medicion,si,CUMPLE,"21/5/2024, 17:23:57","0,025",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13355601,Inspeccion semanal Trans botellas vacias,Estado de cadenas (cardánicas ó tabletop),si,CUMPLE,"21/5/2024, 10:39:06","0,01",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13355601,Inspeccion semanal Trans botellas vacias,Estado de las cadenas de transmision reductores,si,CUMPLE,"21/5/2024, 10:39:22","0,01",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13355601,Inspeccion semanal Trans botellas vacias,"Ruido, vibración y calentamiento en motorreductores",si,CUMPLE,"21/5/2024, 10:39:27","0,01",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13355601,Inspeccion semanal Trans botellas vacias,VerificarAjuste de chumaceras y estado de los ejes,si,CUMPLE,"21/5/2024, 10:44:08","0,01",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13355601,Inspeccion semanal Trans botellas vacias,Fugas de aceite en reductores,si,CUMPLE,"21/5/2024, 10:44:26","0,01",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13355601,Inspeccion semanal Trans botellas vacias,"Estado de los tableros eléctricos (contactores, pulsadores, breakes, selectores etc)",si,CUMPLE,"21/5/2024, 10:44:35","0,01",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13355601,Inspeccion semanal Trans botellas vacias,"Estado general de las estruccturas, bases, baranda guisas, soportes",si,CUMPLE,"21/5/2024, 10:44:43","0,01",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13355601,Inspeccion semanal Trans botellas vacias,"Verificar Lubricación de Rodamientos, Sprokets y cadenas",si,CUMPLE,"21/5/2024, 10:44:49","0,01",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13355601,Inspeccion semanal Trans botellas vacias,Revision de sensores de acumulación,si,CUMPLE,"21/5/2024, 10:44:54","0,01",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829660,TRANSPORTADOR DE BOTELLAS VACIAS LIMPIAS,13355601,Inspeccion semanal Trans botellas vacias,Revision de enfiladores neumaticos,si,CUMPLE,"21/5/2024, 10:45:01","0,01",,,,,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13355605,Inspeccion semanal Codificador Markem,Revision cabezal de impresión,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13355605,Inspeccion semanal Codificador Markem,Revisión estado de la impresión,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13355605,Inspeccion semanal Codificador Markem,Limpieza gral del cabezal de impresión,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13355605,Inspeccion semanal Codificador Markem,Revisión estado de soportes y rodillos de cinta,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13355605,Inspeccion semanal Codificador Markem,Consumo cinta térmica,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13355605,Inspeccion semanal Codificador Markem,Aspecto general del equipo.,,,,"0,0142857143",si,si,si,si,,,
LINEA PARA EL LLENADO DE BOLSAS,589638,CODIFICADOR,13355605,Inspeccion semanal Codificador Markem,Verificar si hay humedad en los equipos electronicos,,,,"0,0142857143",si,si,si,si,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,649571,COMPRESOR DE AIRE,13355607,Inspeccion semanal Compresor aire lf5-10,Verificar estado de limpieza general del compresor,si,CUMPLE,"21/5/2024, 17:27:16","0,0111111111",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649571,COMPRESOR DE AIRE,13355607,Inspeccion semanal Compresor aire lf5-10,Verificar ruido normal en compresor,si,CUMPLE,"21/5/2024, 17:28:21","0,0111111111",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649571,COMPRESOR DE AIRE,13355607,Inspeccion semanal Compresor aire lf5-10,Revisar estado de elementos de medición,si,CUMPLE,"21/5/2024, 17:28:41","0,0111111111",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649571,COMPRESOR DE AIRE,13355607,Inspeccion semanal Compresor aire lf5-10,Verificar que no hayan fugas de aire,si,CUMPLE,"21/5/2024, 17:27:32","0,0111111111",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649571,COMPRESOR DE AIRE,13355607,Inspeccion semanal Compresor aire lf5-10,Revisar sistema de control presión tanque,si,CUMPLE,"21/5/2024, 17:19:44","0,0111111111",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649571,COMPRESOR DE AIRE,13355607,Inspeccion semanal Compresor aire lf5-10,Revisión estado del filtro de admisión,si,CUMPLE,"21/5/2024, 17:19:25","0,0111111111",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649571,COMPRESOR DE AIRE,13355607,Inspeccion semanal Compresor aire lf5-10,Verificar correcto funcionamiento del horómetro,si,CUMPLE,"21/5/2024, 17:19:04","0,0111111111",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649571,COMPRESOR DE AIRE,13355607,Inspeccion semanal Compresor aire lf5-10,Revisón de filtro de condensado,si,CUMPLE,"21/5/2024, 17:18:40","0,0111111111",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649571,COMPRESOR DE AIRE,13355607,Inspeccion semanal Compresor aire lf5-10,Revision de filtros de salida secador de aire,si,CUMPLE,"21/5/2024, 17:18:05","0,0111111111",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,620016,CUARTO FRIO MATERIA PRIMA,13355606,Inspeccion semanal cuarto frio,INSPECCIÓN SEMANAL CUARTO FRIO MATERIA PRIMA,si,CUMPLE,"21/5/2024, 17:23:07","0,1",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",900401,DESPITILLADORA,13355610,Inspeccion semanal Despitilladora,Verificar ruido vibración o calentamiento en motor,,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",900401,DESPITILLADORA,13355610,Inspeccion semanal Despitilladora,Estado de poleas y correa,,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",900401,DESPITILLADORA,13355610,Inspeccion semanal Despitilladora,Estado de chumaceras ,,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",900401,DESPITILLADORA,13355610,Inspeccion semanal Despitilladora,Estado de eje y platinas porta aletas,,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",900401,DESPITILLADORA,13355610,Inspeccion semanal Despitilladora,Estado de aletas de caucho _ Aspas,,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",900401,DESPITILLADORA,13355610,Inspeccion semanal Despitilladora,Estado de la estructura exterior,,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",900401,DESPITILLADORA,13355610,Inspeccion semanal Despitilladora,Estado de la manguera soplador,,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",51954003,ELEVADOR DE TAPA PLASTICA,13355604,Inspeccion semanal elevador de tapas,INSPECCIÓN SEMANAL ELEVADOR DE TAPA PLASTICA,,,,"0,1",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709664,EQUIPO ULTRAVIOLETA,13355583,Inspeccion semanal equipo UV L1,Revisión general de condiciones de trabajo,,,,"0,02",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709664,EQUIPO ULTRAVIOLETA,13355583,Inspeccion semanal equipo UV L1,Revision del estado del QUARZO y lampara,,,,"0,02",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709664,EQUIPO ULTRAVIOLETA,13355583,Inspeccion semanal equipo UV L1,Revision  de Sockets de lamparas,,,,"0,02",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709664,EQUIPO ULTRAVIOLETA,13355583,Inspeccion semanal equipo UV L1,Revisión tablero de alimentacion eléctrica y  estabilizador de voltaje,,,,"0,02",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709664,EQUIPO ULTRAVIOLETA,13355583,Inspeccion semanal equipo UV L1,Verifique si hay humedad en los equipos electronicos.,,,,"0,02",,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,709665,EQUIPO ULTRAVIOLETA,13355584,Inspeccion semanal equipo UV SJ,Revisión general de condiciones de trabajo,si,CUMPLE,"14/5/2024, 19:11:40","0,02",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,709665,EQUIPO ULTRAVIOLETA,13355584,Inspeccion semanal equipo UV SJ,Revision del estado del QUARZO y lampara,si,CUMPLE,"14/5/2024, 19:11:51","0,02",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,709665,EQUIPO ULTRAVIOLETA,13355584,Inspeccion semanal equipo UV SJ,Revision  de Sockets de lamparas,si,CUMPLE,"14/5/2024, 19:12:03","0,02",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,709665,EQUIPO ULTRAVIOLETA,13355584,Inspeccion semanal equipo UV SJ,Revisión tablero de alimentacion eléctrica y  estabilizador de voltaje,si,CUMPLE,"14/5/2024, 19:12:12","0,02",,,,,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,709665,EQUIPO ULTRAVIOLETA,13355584,Inspeccion semanal equipo UV SJ,Verifique si hay humedad en los equipos electronicos.,si,CUMPLE,"14/5/2024, 19:12:21","0,02",,,,,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70961708,FILTRO DE CARBON ENVASADO,13355582,Inspeccion semanal Filtro carbon ENVA II,INSPECCIÓN SEMANAL FILTRO DE CARBON ENVASADO,,,,"0,1",,,,,,,
TRATAMIENTO DE AGUA PARA ENVASADO Y LAVA,70961706,FILTRO DE CARBON LAVADORAS,13355580,Inspeccion semanal Filtro carbon LAVA II,INSPECCIÓN SEMANAL FILTRO DE CARBON LAVADORAS,,,,"0,1",,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,69962254,FILTRO PRENSA,13355572,Inspección semanal filtro prensa,INSPECCIÓN SEMANAL FILTRO PRENSA,si,CUMPLE,"14/5/2024, 19:12:30","0,1",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,709678,FILTRO PULIDOR  PALL AGUA AGUA CRISTAL,13355586,Inspeccion semanal pulidor PALL AC,INSPECCIÓN SEMANAL FILTRO PULIDOR  PALL AGUA AGUA CRISTAL,,,,"0,1",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",709677,FILTRO PULIDOR  PALL AGUA ENVASADO,13355585,Inspeccion semanal pulidor PALL L1,INSPECCIÓN SEMANAL FILTRO PULIDOR  PALL AGUA ENVASADO,,,,"0,1",,,,,,,
EQUIPOS PARA  PREPARACION DE JARABE,709679,FILTRO PULIDOR  PALL AGUA SALA JARABES,13355587,Inspeccion semanal pulidor PALL SJ,INSPECCIÓN SEMANAL FILTRO PULIDOR  PALL AGUA SALA JARABES,si,CUMPLE,"14/5/2024, 19:12:39","0,1",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,Revision estado de los instrumentos de medición,si,CUMPLE,"15/5/2024, 14:48:16","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,"Fugas de aire, agua, aceite ó vapor",si,CUMPLE,"15/5/2024, 14:48:24","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,"Ruido, Vibración ó calentamiento en motor y bombas",si,CUMPLE,"15/5/2024, 14:48:30","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,Revision de flujo de agua en boquillas de lavado y enjuague,si,CUMPLE,"15/5/2024, 14:48:39","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,"Estado de canastas, Cadena porta canastas ",si,CUMPLE,"15/5/2024, 14:49:09","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,Estado de cilindros y valvulas neumaticas,si,CUMPLE,"15/5/2024, 14:49:16","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,Estado de sensores mecanismo de descargue,si,CUMPLE,"15/5/2024, 14:49:30","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,Estado de la estructura (Láminas y platinas inox),si,CUMPLE,"15/5/2024, 14:49:37","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,Revision de transportadores a la descarga,si,CUMPLE,"15/5/2024, 14:49:42","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,Estado de tuberias y Valvulas,si,CUMPLE,"15/5/2024, 14:49:50","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,Revision de unidad de mantenimiento y sistema de lubricacion,si,CUMPLE,"15/5/2024, 14:49:56","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710105,LAVADORA DE BOTELLONES,13355591,Inspeccion semanal Lavadora Botellon,Estado de empaques y vidrios de ventanas,si,CUMPLE,"15/5/2024, 14:50:07","0,0083333333",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13355589,Inspeccion semanal Lavadora Huacales,Estado de los instrumentos de medición,si,CUMPLE,"15/5/2024, 14:53:57","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13355589,Inspeccion semanal Lavadora Huacales,"Fugas de aire, agua, aceite ó vapor",si,CUMPLE,"15/5/2024, 14:54:26","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13355589,Inspeccion semanal Lavadora Huacales,"Ruido, Vibración ó calentamiento en motores y bombas",si,CUMPLE,"15/5/2024, 14:54:44","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13355589,Inspeccion semanal Lavadora Huacales,Revision de boquillas de lavado y enjuague,si,CUMPLE,"15/5/2024, 14:54:50","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13355589,Inspeccion semanal Lavadora Huacales,Revision de chumacera,si,CUMPLE,"15/5/2024, 14:55:04","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13355589,Inspeccion semanal Lavadora Huacales,Estado de la estructura (Láminas y platinas inox),si,CUMPLE,"15/5/2024, 14:55:09","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13355589,Inspeccion semanal Lavadora Huacales,Estado de empaques y vidrios de ventanas,si,CUMPLE,"15/5/2024, 14:56:03","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,710103,LAVADORA DE HUACALES,13355589,Inspeccion semanal Lavadora Huacales,Verificar estado de tuberías y válvulas,si,CUMPLE,"15/5/2024, 14:56:09","0,0125",,,,,.,.,CUMPLE
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,Estado de instrumentos de medición,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,Revisar fugas de agua y soda,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,Fugas de aceite en motores y reducctores,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,"Ruido, vibración y calentamiento en motores, reductores y bombas",,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,Funcionamiento de los controles de nivel en los tanques de almacenamiento,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,"Estado de los tableros eléctricos (contactores, pulsadures, breakes,  selectores,  cableado etc.)",,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,Estado de bombas dosificadoras y sumergible,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,Estado de agitadores,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,Estado de tuberías y pintura,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,Revisar el estado de la estructura,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,Estado de válvulas pulsantes,,,,"0,0083333333",si,si,si,si,,,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710156,PLANTA AGUAS RESIDUALES,13355592,Inspeccion semanal planta agua residuale,Estado de la tea,,,,"0,0083333333",si,si,si,si,,,
EQUIPOS PARA SERVICIOS INDUSTRIALES,689622,REDES HIDRAULICAS Y NEUMATICAS,13355571,Inspeccion semanal Redes Hidraulicas y N,INSPECCIÓN SEMANAL REDES HIDRAULICAS Y NEUMATICAS,si,CUMPLE,"21/5/2024, 17:23:15","0,1",,,,,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709913,TANQUE Y BASCULA DE CO2,13355588,Inspeccion semanal Tanque CO2,INSPECCIÓN SEMANAL TANQUE Y BASCULA DE CO2,si,CUMPLE,"16/5/2024, 14:42:23","0,1",,,,,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13355600,Inspeccion semanal Transportador botella,"Estado de cadenas (cardánicas ó tabletop), piñones, carretas",,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13355600,Inspeccion semanal Transportador botella,"Ruido, vibración y calentamiento en motorreductores",,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13355600,Inspeccion semanal Transportador botella,Verificar Ajuste de chumaceras y estado de los ejes,,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13355600,Inspeccion semanal Transportador botella,Fugas de aceite en reductores,,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13355600,Inspeccion semanal Transportador botella,"Estado de los tableros eléctricos (contactores, pulsadores, breakes, selectores etc)",,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13355600,Inspeccion semanal Transportador botella,"Estado general de las estruccturas, bases, baranda guias, soportes",,,,"0,0142857143",,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",829630,TRANSPORTADOR DE BOTELLAS,13355600,Inspeccion semanal Transportador botella,"Verificar Lubricación de Rodamientos, Sprokets y cadenas",,,,"0,0142857143",,,,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13355602,Inspeccion semanal Transp botellones,Estado de cadenas ,si,CUMPLE,"17/5/2024, 13:36:39","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13355602,Inspeccion semanal Transp botellones,Estado de las cadenas de transmision reductores,si,CUMPLE,"17/5/2024, 13:37:00","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13355602,Inspeccion semanal Transp botellones,"Ruido, vibración y calentamiento en motorreductores",si,CUMPLE,"17/5/2024, 13:37:25","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13355602,Inspeccion semanal Transp botellones,Verificar ajuste de chumaceras y estado de los ejes,si,CUMPLE,"17/5/2024, 13:37:35","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13355602,Inspeccion semanal Transp botellones,"Fugas de aceite en reductores, aire, agua.",si,CUMPLE,"17/5/2024, 13:37:46","0,0125",,,,,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,829661,TRANSPORTADOR DE BOTELLONES Y HUACALES,13355602,Inspeccion semanal Transp botellones,"Estado de los tableros eléctricos (contactores, pulsadores, breakes, selectores etc)",si,CUMPLE,"17/5/2024, 13:38:05","0,0125",,,,,.,.,CUMPLE
