Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,aprobacion programador,correo de programador,correo de planeador,Completado,Observaciones,Fecha Programada,imagen_observacion
LINEA DE ENVASADO JUGOS HIT RETORNABLE,90008001,DOSIFICADOR DE NITROGENO,13345129,Inspección semanal dosificador nitro nhf,Estado de mangueras y tuberías de sistema de purga,"0,0454545455",,,,,si,.,.,si,CUMPLE,"14/5/2024, 9:54:23",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,90008001,DOSIFICADOR DE NITROGENO,13345129,Inspección semanal dosificador nitro nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0454545455",,,,,si,.,.,si,CUMPLE,"14/5/2024, 9:54:36",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,90008001,DOSIFICADOR DE NITROGENO,13345129,Inspección semanal dosificador nitro nhf,Verificar alimentacion electrica,"0,0454545455",,,,,si,.,.,si,CUMPLE,"14/5/2024, 9:54:43",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,90008001,DOSIFICADOR DE NITROGENO,13345129,Inspección semanal dosificador nitro nhf,Verificar estado de resistencia,"0,0454545455",,,,,si,.,.,si,CUMPLE,"14/5/2024, 9:54:51",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,"Funcionamiento de sistema de enjuague (válvulas, boquillas, mangueras)","0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:55:43",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,"Estado y funcionamiento de estaciones de volteo (pinzas, soporte giratorio).","0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:56:00",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Estado de sensores e instrumentación.,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:56:20",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Funcionamiento servomotores (revisar consumo) ,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:56:30",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:56:51",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Funcionamiento estrellas de entrada y salida de botellas y sinfín de entrada de botellas,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:57:12",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Estado  de juegos de manejo,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:57:32",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Estado del sistema eléctrico y conexiones,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:57:44",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Estado de guías de seguidores.,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:58:00",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Estado de cilindros y topes,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:58:11",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Presencia de agua y aire,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:58:29",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Sistema de lubricación ,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:58:39",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Verificar sistema neumatico,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:58:59",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Estado de volteadores,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:59:09",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Nivel de aceite,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:59:29",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,Estado de varilla volteadora,"0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:59:42",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,711007,RINSER,13345115,Inspección semanal rinser nhf,"Sistema de lavado ( boquillas, tuberias)","0,0294117647",,,,,si,.,.,si,CUMPLE,"9/5/2024, 1:59:59",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Funcionamiento de servomotores,"0,0102040816",,,,,si,.,.,si,CUMPLE,"8/5/2024, 16:38:46",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Estado del funcionamiento distribuidor de tapas,"0,0102040816",,,,,si,.,.,si,CUMPLE,"8/5/2024, 22:42:00",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Estado de motor principal ,"0,0102040816",,,,,si,.,.,si,CUMPLE,"8/5/2024, 22:42:15",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Estado de roscadores,"0,0102040816",,,,,si,.,.,si,CUMPLE,"8/5/2024, 22:43:00",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Verificar el carril de tapas,"0,0102040816",,,,,si,.,.,si,CUMPLE,"9/5/2024, 10:58:43",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Funcionamiento de servomotores y motores,"0,0102040816",,,,,si,.,.,si,CUMPLE,"9/5/2024, 10:59:08",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Funcionamiento distribuidor de tapas,"0,0102040816",,,,,si,.,.,si,CUMPLE,"9/5/2024, 10:59:27",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Sistema de manejo,"0,0102040816",,,,,si,.,.,si,CUMPLE,"8/5/2024, 22:42:51",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Estado de coronadores,"0,0102040816",,,,,si,.,.,si,CUMPLE,"8/5/2024, 22:41:44",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Verificar alimentacion electrica,"0,0102040816",,,,,si,.,.,si,CUMPLE,"8/5/2024, 22:41:04",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Estado sistema neumatico,"0,0102040816",,,,,si,.,.,si,CUMPLE,"8/5/2024, 22:40:51",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,519557,LLENADORA DE BOTELLAS,13345104,Inspección semanal llenadora botella nhf,Verificar estado de sensores,"0,0102040816",,,,,si,.,.,si,CUMPLE,"8/5/2024, 22:40:09",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,"Estado y funcionamiento del cargue y descarga (cadenas, vibradores, motor, guías, cortina)","0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,"Estado del encanastado, bolsillos y cadena transmisión","0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,Estado de boquillas,"0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,Flujo de agua y centrado de boquillas enjuague,"0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,Revisar Funcionamiento motor principal ,"0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,Funcionamiento bombas de enjuague ,"0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,Funcionamiento sistema de calentamiento de agua,"0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,Funcionamiento  cajas reductoras,"0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,Estado de tuberías y accesorios ,"0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,"Inspeccion instrumentos de medición (manómetros, termómetros)","0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,"Estado instrumentos de Control (válvulas termodinámicas, válvulas solenoides)","0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,Funcionamiento sistema eléctrico y electrónico.,"0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,508173,LAVADORA DE BOTELLAS,13345103,Inspección semanal lavadora botellas nhf,Estado y funcionamiento de enjuague rotativo ,"0,0357142857",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado de mangueras,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado tubo colector,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado instrumentos de medición (Manómetros),"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado y funcionamiento mesa acumulación ,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Funcionamiento basculantes,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Revision de fugas de aire,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,"Ruido, vibración y calentamiento de motorreductores","0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado acople motorreductores,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado de las membranas,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Revision del estado del tablero eléctrico,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado de los sensores de seguridad,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado de cadenas transporte de cajas,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado de estructura en general,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,"Estado de chasis, rodamientos y guardas","0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Revision del sistema de Lubricación,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado de pintura,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Revisar caja neumatica (Electrovalvulas),"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Revision de unidad de mantenimiento ,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Revision de sensores de funcionamiento ,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado del tablero de mando ,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,550005,DESEMPACADORA,13345107,Inspección semanal desempacadora nhf,Estado de cilindro,"0,0227272727",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829700,TOLVA ELEVADORA DE TAPAS ROSCA,13345119,Inspección semanal tolva tapa rosca nhf,Buen estado  de transportadores (bandas y tensores).,"0,05",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829700,TOLVA ELEVADORA DE TAPAS ROSCA,13345119,Inspección semanal tolva tapa rosca nhf,Funcionamiento de motores de transportadores.,"0,05",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829700,TOLVA ELEVADORA DE TAPAS ROSCA,13345119,Inspección semanal tolva tapa rosca nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,05",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829700,TOLVA ELEVADORA DE TAPAS ROSCA,13345119,Inspección semanal tolva tapa rosca nhf,Estado de la tolva.,"0,05",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829700,TOLVA ELEVADORA DE TAPAS ROSCA,13345119,Inspección semanal tolva tapa rosca nhf,Estado de sistema de agitación.,"0,05",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829700,TOLVA ELEVADORA DE TAPAS ROSCA,13345119,Inspección semanal tolva tapa rosca nhf,Estado tablero eléctrico.,"0,05",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829700,TOLVA ELEVADORA DE TAPAS ROSCA,13345119,Inspección semanal tolva tapa rosca nhf,Estado y funcionamiento de sensores ,"0,05",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829700,TOLVA ELEVADORA DE TAPAS ROSCA,13345119,Inspección semanal tolva tapa rosca nhf,Estado de vibrador,"0,05",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829700,TOLVA ELEVADORA DE TAPAS ROSCA,13345119,Inspección semanal tolva tapa rosca nhf,Estado de electrovalvulas,"0,05",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829700,TOLVA ELEVADORA DE TAPAS ROSCA,13345119,Inspección semanal tolva tapa rosca nhf,Estado de reductores,"0,05",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Estado vidrio difusor,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Funcionamiento lámpara,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Funcionamiento Sensores Micro sónicos,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Estado chupas de succión,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Funcionamiento embrague,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Funcionamiento sistema detector electrónico,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Revisión sistema generación de vacío.,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Estado y funcionamiento de lámparas y filtros de inspección lateral,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Limpieza de vacun de vacio,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Estado de cadena y juego de manejo,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Rev. Esponja de limpieza vidrio translucido,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,599588,INSPECTOR ELECTRONICO,13345112,Inspección semanal inspector elect nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0416666667",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Funcionamientos motores ,"0,0384615385",si,si,si,si,si,.,.,si,CUMPLE,"10/5/2024, 0:02:04",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Cadenas table TOP en buen estado,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:02:13",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Cadenas de transmisión,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:02:20",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Estado de carretas y piñones,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:02:27",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Estructura,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:02:33",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Lubricacion ,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:02:40",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Estado de chumaceras,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:02:48",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:03:01",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Limpieza del tablero,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:03:15",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Estado climatizador,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:03:31",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Ajuste bornera,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:03:40",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,900083,TRANSPORTADOR DE BOTELLAS,13345124,Inspección semanal transp. botella nhf,Verificar funcionamiento variadores,"0,0384615385",,,,,si,.,.,si,CUMPLE,"10/5/2024, 0:03:49",CUMPLE
LINEA DE ENVASADO JUGOS HIT RETORNABLE,50817301,SISTEMA I CALENTAMIEN AGUA JUGOS,13345125,Inspección semanal sist calentamient nhf,Buen estado de válvulas reguladoras de vapor,"0,0625",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,50817301,SISTEMA I CALENTAMIEN AGUA JUGOS,13345125,Inspección semanal sist calentamient nhf,Funcionamiento bomba de condensado,"0,0625",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,50817301,SISTEMA I CALENTAMIEN AGUA JUGOS,13345125,Inspección semanal sist calentamient nhf,Funcionamiento válvulas reguladas por aire,"0,0625",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,50817301,SISTEMA I CALENTAMIEN AGUA JUGOS,13345125,Inspección semanal sist calentamient nhf,Energía eléctrica,"0,0625",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,50817301,SISTEMA I CALENTAMIEN AGUA JUGOS,13345125,Inspección semanal sist calentamient nhf,Buen estado de Tablero eléctrico,"0,0625",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,50817301,SISTEMA I CALENTAMIEN AGUA JUGOS,13345125,Inspección semanal sist calentamient nhf,Presencia de agua,"0,0625",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,50817301,SISTEMA I CALENTAMIEN AGUA JUGOS,13345125,Inspección semanal sist calentamient nhf,Presencia de vapor,"0,0625",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,50817301,SISTEMA I CALENTAMIEN AGUA JUGOS,13345125,Inspección semanal sist calentamient nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0625",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,90008302,TUNEL CALENTAMIENTO DE BOTELLAS,13345130,Inspección semanal tunel calentamien nhf,Revision del estado de sistema de vapor,"0,0833333333",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,90008302,TUNEL CALENTAMIENTO DE BOTELLAS,13345130,Inspección semanal tunel calentamien nhf,Revisión de tablero electrico,"0,0833333333",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,90008302,TUNEL CALENTAMIENTO DE BOTELLAS,13345130,Inspección semanal tunel calentamien nhf,Funcionamiento motor ventilador,"0,0833333333",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,90008302,TUNEL CALENTAMIENTO DE BOTELLAS,13345130,Inspección semanal tunel calentamien nhf,Funcionamiento de transportador,"0,0833333333",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,90008302,TUNEL CALENTAMIENTO DE BOTELLAS,13345130,Inspección semanal tunel calentamien nhf,Revision de estructura en general,"0,0833333333",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,90008302,TUNEL CALENTAMIENTO DE BOTELLAS,13345130,Inspección semanal tunel calentamien nhf,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0833333333",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829805,TRANSPORTADOR DE CAJAS,13345121,Inspección semanal transp. de cajas nhf,Estado de chumaceras y rodamientos,"0,03125",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829805,TRANSPORTADOR DE CAJAS,13345121,Inspección semanal transp. de cajas nhf,Estado de cadenas de transmisión,"0,03125",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829805,TRANSPORTADOR DE CAJAS,13345121,Inspección semanal transp. de cajas nhf,Estado de cadenas table top,"0,03125",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829805,TRANSPORTADOR DE CAJAS,13345121,Inspección semanal transp. de cajas nhf,Estado de estructuras de fijación o anclaje ,"0,03125",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829805,TRANSPORTADOR DE CAJAS,13345121,Inspección semanal transp. de cajas nhf,Estado  de tensores de cadena,"0,03125",,,,,,,,,,,
LINEA DE ENVASADO JUGOS HIT RETORNABLE,829805,TRANSPORTADOR DE CAJAS,13345121,Inspección semanal transp. de cajas nhf,Estado de piñones y carretas,"0,03125",,,,,,,,,,,
