Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,aprobacion programador,correo de programador,correo de planeador,Completado,Observaciones,Fecha Programada,imagen_observacion
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Verificar alimentación eléctrica,"0,0217391304",si,si,si,si,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Verificar estado del contador,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar estado de tablero eléctrico,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar conexiones eléctricas,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Verificar señales de sensores,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar presiones de aire,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar sistema neumático,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar cilindros de dosificación,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar sistema de sellado ,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar sistema de arrastre,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Lubricación,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Verificar estado de empaques,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar estado de manómetros ,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Estado de estructura soporte,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Limpieza general del equipo ,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Verificar funcionamiento del contador display,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar tangue de nitrogeno,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar estado de rodillo mesa de trabajo,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar estado de manguera alimentacion (aire) ,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar estado de forro protector,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,"Estado de tuberia CIP, manguera principal","0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Revisar funcionamiento y estado de balanza,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,710410,LLENADORA DE BOLSAS BAG IN BOX,13345143,Inspección semanal llenodora bib,Estado de empaques e inspección de fugas.,"0,0217391304",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Verificar alimentación eléctrica tablero,"0,0333333333",si,si,si,si,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Revisar filtro en Y,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Revisar estado de bomba de Envío,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Revisar presiones de aire,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Revisar sistema neumático,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Verificar estado de empaques,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Verificar señales de sensores de nivel,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Revisar soporte principal del tanque,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Verificar limpieza general,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Revisar estado y funcionamiento de sensores y manometros,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Revisar estado general soldadura,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Revisar conexión de valvulas de apertura ,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,"Revisar compuerta de inspeccion, empaque","0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Revisar estado y funcionamiento de marranos,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,70946534,TANQUE DE JARABE,13345144,Inspección semanal tk jarabe bib,Revisar estado porta cables ,"0,0333333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,13345145,Inspección semanal aplicador hotmelt bib,Verificar alimentación eléctrica.,"0,0714285714",si,si,si,si,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,13345145,Inspección semanal aplicador hotmelt bib,Revisar estado de la pistola y manguera.,"0,0714285714",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,13345145,Inspección semanal aplicador hotmelt bib,Limpieza del tanque y parte externa,"0,0714285714",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,13345145,Inspección semanal aplicador hotmelt bib,Revisar condiciones de temperatura,"0,0714285714",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,13345145,Inspección semanal aplicador hotmelt bib,Revisar estado de estructura de soporte,"0,0714285714",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,13345145,Inspección semanal aplicador hotmelt bib,Revisar puesta a tierra ,"0,0714285714",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041001,APLICADOR DE HOT MELT SELLADOR DE CAJAS,13345145,Inspección semanal aplicador hotmelt bib,Revisar correcto funcionamiento. Aero motiva ( soporte pistola aplicador de goma),"0,0714285714",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,13345146,Inspección semanal transp. de cajas bib, Verificar alimentación eléctrica.,"0,0833333333",si,si,si,si,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,13345146,Inspección semanal transp. de cajas bib,Revisar estado de las cadenas,"0,0833333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,13345146,Inspección semanal transp. de cajas bib,"Revisar estado de rodillos, dhumaceras y piñones","0,0833333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,13345146,Inspección semanal transp. de cajas bib,Estado de motores,"0,0833333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,13345146,Inspección semanal transp. de cajas bib,Estado de botoneras de accionamiento ,"0,0833333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,71041002,TRANSPORTADOR DE CAJAS BAG IN BOX,13345146,Inspección semanal transp. de cajas bib,Estado de cortina de salida,"0,0833333333",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,13345147,Inspección semanal codificador bib,Suministro eléctrico,"0,05",si,si,si,si,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,13345147,Inspección semanal codificador bib,Revisión de cinta thermomagnetica,"0,05",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,13345147,Inspección semanal codificador bib,Verificar impresión de código,"0,05",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,13345147,Inspección semanal codificador bib,Verificar sistema de seguridad,"0,05",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,13345147,Inspección semanal codificador bib,Aspecto general y limpieza del equipo,"0,05",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,13345147,Inspección semanal codificador bib,Mensajes de falla y avería,"0,05",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,13345147,Inspección semanal codificador bib,Puesta a Tierra,"0,05",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,13345147,Inspección semanal codificador bib,Revisar soporte de equipo,"0,05",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,13345147,Inspección semanal codificador bib,Revisar sistema de pedal de codificacion ,"0,05",,,,,,,,,,,
LINEA ENVASADO BAG IN BOX DISPENSADORES,589663,CODIFICADOR,13345147,Inspección semanal codificador bib,Revisar estado de almohadilla ,"0,05",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Verificar alimentación eléctrica,"0,0238095238",si,si,si,si,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Verificar estado de pantalla táctil,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Revisar estado de tablero eléctrico,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Revisar conexiones eléctricas,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Revisar estado de impresoras,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Revisar presiones de aire,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Revisar sistema neumático,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Revisar cilindros de dosificación,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Revisar sistema de sellado (sello vertical y horizontal),"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Revisar sistema de arrastre (rodillos y guías),"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Lubricación,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Verificar estado de empaques,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Verificar señales de sensores,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Funcionamiento de las lámparas germicidas (uv),"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Estado de siliconas,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Formador,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Tobogan,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Sistema empate rollo,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Revisar estado de valvulas y/o tuberias (fugas de agua),"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710221,LLENADORA DE BOLSAS LINEA 2,13345212,Inspección semanal llenado bolsas l2 agc,Estado de empaques e inspección de fugas,"0,0238095238",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Verificar alimentación eléctrica,"0,0263157895",si,si,si,si,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Verificar estado de pantalla táctil,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Revisar estado de tablero eléctrico,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Revisar conexiones eléctricas,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Revisar estado de impresoras,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Revisar presiones de aire,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Revisar sistema neumático,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Revisar cilindros de dosificación,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Revisar sistema de sellado (sello vertical y horizontal),"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Revisar sistema de arrastre (rodillos y guías),"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Lubricación,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Verificar estado de empaques,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Verificar señales de sensores,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Funcionamiento de las lámparas germicidas (uv),"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Estado de siliconas,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Sistema empate rollo,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Formador,"0,0263157895",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710222,LLENADORA DE BOLSAS LINEA 3,13345213,Inspección semanal llenado bolsas l3 agc,Revisar estado de valvulas y/o tuberias (fugas de agua),"0,0263157895",si,si,si,si,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Verificar alimentación eléctrica,"0,0217391304",si,si,si,si,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Verificar estado de pantalla táctil,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Revisar estado de tablero eléctrico,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Revisar conexiones eléctricas,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Revisar estado de impresoras,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Revisar presiones de aire,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Revisar sistema neumático,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Revisar cilindros de dosificación,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Revisar sistema de sellado transversal ( horizontal superior e inferior),"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Verificar sistema sellador cognitivo (vertical),"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Revisar sistema de arrastre (rodillos y guías),"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,lubricación,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Verificar estado de empaques,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Verificar estado de sensores,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Funcionamiento de las lámparas germicidas (uv),"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Revisión limpieza extractor IO climatizador tablero eléctrico,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Estado de siliconas,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Verificar  lamparas gelmicidas,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Verificacion conjunto sellador empate rollo,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Verficacion del sistema centrada de fotocelda,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Sistema soporte rollo (desembobinador),"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Estado de empaques e inspección de fugas,"0,0217391304",,,,,,,,,,,
LINEA PARA EL LLENADO DE BOLSAS AGUA,710189,LLENADORA DE BOLSAS LINEA 4,13345211,Inspección semanal llenado bolsas l4 agc,Revisar estado de valvulas y/o tuberias (fugas de agua),"0,0217391304",,,,,,,,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,719538,LLENADORA DE BOTELLONES,13345200,Inspección semanal llenador bot agua cri,Estado de botoneras,"0,0277777778",si,si,si,si,,,,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,719538,LLENADORA DE BOTELLONES,13345200,Inspección semanal llenador bot agua cri,"Estado de sistema eléctrico (mangueras, válvulas)","0,0277777778",,,,,,,,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,719538,LLENADORA DE BOTELLONES,13345200,Inspección semanal llenador bot agua cri,Estado de reguladores y manómetros,"0,0277777778",,,,,,,,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,719538,LLENADORA DE BOTELLONES,13345200,Inspección semanal llenador bot agua cri,Estado de cilindros,"0,0277777778",,,,,,,,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,719538,LLENADORA DE BOTELLONES,13345200,Inspección semanal llenador bot agua cri,Estado de sensores,"0,0277777778",,,,,,,,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,719538,LLENADORA DE BOTELLONES,13345200,Inspección semanal llenador bot agua cri,Estado de manómetros,"0,0277777778",,,,,,,,,,,
LINEA DE PRODUCCION DE BOTELLONES DE 20,719538,LLENADORA DE BOTELLONES,13345200,Inspección semanal llenador bot agua cri,Tablero eléctrico – pantalla táctil,"0,0277777778",,,,,,,,,,,
