Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Observaciones,Fecha Programada,Duración,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,aprobacion programador,correo de programador,correo de planeador,imagen_observacion
EQUIPOS PARA SERVICIOS INDUSTRIALES,628977,COMPRESOR DE REFRIGERACION N°4,13342803,Inspeccion semanal Compresor R.N° 4,CORREAS DE TRASMISION ,si,CUMPLE,"13/5/2024, 13:08:16","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628977,COMPRESOR DE REFRIGERACION N°4,13342803,Inspeccion semanal Compresor R.N° 4,RUIDOS EXTRAÑOS,si,CUMPLE,"13/5/2024, 13:08:23","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628977,COMPRESOR DE REFRIGERACION N°4,13342803,Inspeccion semanal Compresor R.N° 4,EMPAQUETADURA CARTER,si,CUMPLE,"13/5/2024, 13:08:27","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628977,COMPRESOR DE REFRIGERACION N°4,13342803,Inspeccion semanal Compresor R.N° 4,NIVEL DE ACEITE ,si,CUMPLE,"13/5/2024, 13:08:33","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628798,COMPRESOR DE REFRIGERACION N°5,13342795,Inspeccion semanal Compresor R.N° 5,"TUBERIA, VALVULAS TRAMPA DE LIQUIDO",si,CUMPLE,"13/5/2024, 13:08:47","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628798,COMPRESOR DE REFRIGERACION N°5,13342795,Inspeccion semanal Compresor R.N° 5,"FUGAS AGUA,ACEITE O NHO3",si,CUMPLE,"13/5/2024, 13:08:50","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628798,COMPRESOR DE REFRIGERACION N°5,13342795,Inspeccion semanal Compresor R.N° 5,CORREAS DE TRASMISION ,si,CUMPLE,"13/5/2024, 13:08:56","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628798,COMPRESOR DE REFRIGERACION N°5,13342795,Inspeccion semanal Compresor R.N° 5,RUIDOS EXTRAÑOS,si,CUMPLE,"13/5/2024, 13:08:59","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628798,COMPRESOR DE REFRIGERACION N°5,13342795,Inspeccion semanal Compresor R.N° 5,EMPAQUETADURA CARTER,si,CUMPLE,"13/5/2024, 13:09:05","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,628798,COMPRESOR DE REFRIGERACION N°5,13342795,Inspeccion semanal Compresor R.N° 5,NIVEL DE ACEITE ,si,CUMPLE,"13/5/2024, 13:09:08","0,0166666667",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70961203,FILTRO DE CARBON,13350524,Inspeccion semanal filtro de arena #3,Inspeccion semanal filtro de carbon #1 fuga,si,CUMPLE,"9/5/2024, 9:36:17","0,1",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70948401,CLORADOR,13343503,Inspeccion semanal clorador,INSPECCION SEMANAL-CLORADOR,si,CUMPLE,"8/5/2024, 20:27:19","0,1",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",82967702,CODIFICADOR,13350473,Inspeccion semanal codificador botellas,INSPECCION SEMANAL-CODIFICADOR,si,CUMPLE,"7/5/2024, 18:45:30","0,1",,,,,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,71019301,CODIFICADOR DE BOLSAS 5 LITROS,13343528,Inspeccion semanal codificador bolsa 5L,INSPECCION SEMANAL-CODIFICADOR DE BOLSAS 5 LITROS,si,CUMPLE,"7/5/2024, 17:42:19","0,1",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,649578,COMPRESOR DE AIRE,13350451,Inspeccion semanal compresor de aire,INSPECCION SEMANAL-COMPRESOR DE AIRE TALLER VEHICULO,si,CUMPLE,"13/5/2024, 13:09:13",1,si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70961201,FILTRO DE ARENA N°1,13350545,Inspeccion semanal filtro de arena #1,INSPECCION SEMANAL-FILTRO DE ARENA #1,si,CUMPLE,"8/5/2024, 20:27:48","0,1",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,71006302,POZO SEPTICO,13343519,Inspeccion semanal pozo septico,INSPECCION SEMANAL-POZO SEPTICO,si,CUMPLE,"9/5/2024, 13:24:24","0,1",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,69961552,TANQUE INOX CALENTAMIENTO AGUA FILTROS,13350447,Inspeccion semanal tanque inox calentami,SERPENTIN Y TUBERIA DE VAPOR,si,CUMPLE,"8/5/2024, 20:28:08","0,04",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,69961552,TANQUE INOX CALENTAMIENTO AGUA FILTROS,13350447,Inspeccion semanal tanque inox calentami,ELECTRO VALVULAS ,si,CUMPLE,"8/5/2024, 20:28:18","0,04",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,69961552,TANQUE INOX CALENTAMIENTO AGUA FILTROS,13350447,Inspeccion semanal tanque inox calentami,VALVULA DE SERV.,si,CUMPLE,"8/5/2024, 20:28:38","0,04",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,69961552,TANQUE INOX CALENTAMIENTO AGUA FILTROS,13350447,Inspeccion semanal tanque inox calentami,EMPQUE TRICLAMP,si,CUMPLE,"8/5/2024, 20:28:46","0,04",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,69961552,TANQUE INOX CALENTAMIENTO AGUA FILTROS,13350447,Inspeccion semanal tanque inox calentami,BOMBAS,si,CUMPLE,"8/5/2024, 20:28:58","0,04",,,,,si,.,.,CUMPLE
LINEA DE PRODUCCION DE BOTELLONES DE 20,71011601,TRANSPORTADOR DE BOTELLONES,13337283,Inspeccion semanal transp de Botellon,INSPECCION SEMANAL-TRANSPORTADOR DE BOTELLONES,si,CUMPLE,"10/5/2024, 13:05:34","0,5",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,MESA DE CARGUE,si,CUMPLE,"7/5/2024, 18:47:44","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,CLUCH DE CARGUE,si,CUMPLE,"7/5/2024, 18:48:04","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,MOTOR Y CAJA DEL CARGUE,si,CUMPLE,"7/5/2024, 18:48:22","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,TABLERO ELECTRICO ,si,CUMPLE,"7/5/2024, 18:48:38","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,ESTADO CADENAS TIPO BICICLETA,si,CUMPLE,"7/5/2024, 18:48:56","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,MICROS Y SENSORES,si,CUMPLE,"7/5/2024, 18:49:13","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,VALVULAS PARA VAPOR,si,CUMPLE,"7/5/2024, 18:49:25","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,MANOMETROS Y TERMOMETROS,si,CUMPLE,"7/5/2024, 18:49:06","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,SECCION DE ENJUAGUE,si,CUMPLE,"7/5/2024, 18:48:30","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,DESCARGUE,si,CUMPLE,"7/5/2024, 18:48:10","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,"MANOMETROS, TERMOMETROS Y TERMOCUPLAS",si,CUMPLE,"7/5/2024, 18:47:52","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,TRAMPAS DE CONDENSADO,si,CUMPLE,"7/5/2024, 18:49:37","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,CADENA TABLETOP,si,CUMPLE,"7/5/2024, 18:49:43","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,ESTADO DE VISOR No DE TANQUES,si,CUMPLE,"7/5/2024, 18:49:51","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,UNIDAD MTTO NEUMATICA,si,CUMPLE,"7/5/2024, 18:50:02","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,ESPALDAR,si,CUMPLE,"7/5/2024, 18:50:11","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,LEVA CARGUE ,si,CUMPLE,"7/5/2024, 18:50:17","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,LEVA DESCARGUE,si,CUMPLE,"7/5/2024, 18:50:29","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,CAJAS PRINCIPALES DE TRANSMISION,si,CUMPLE,"7/5/2024, 18:50:46","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,REVISION DE LOS TUBOS DE LOS COCHES,si,CUMPLE,"7/5/2024, 18:50:57","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,CANASTAS,si,CUMPLE,"7/5/2024, 18:51:04","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,CHUMACERAS,si,CUMPLE,"7/5/2024, 18:51:11","0,0041666667",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",508152,LAVADORA DE BOTELLAS,13342784,Inspeccion semanal lavadora de botellas,"TORNILLERIA,SOLDURAS",si,CUMPLE,"7/5/2024, 18:51:18","0,0041666667",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709484,FLOCULADOR,13350424,Inspeccion semanal floculador,SISTM. PURGA DE LODOS,si,CUMPLE,"8/5/2024, 20:29:28","0,0333333333",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709484,FLOCULADOR,13350424,Inspeccion semanal floculador,ESTADO PINTURA,si,CUMPLE,"8/5/2024, 20:29:38","0,0333333333",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709484,FLOCULADOR,13350424,Inspeccion semanal floculador,FUGAS,si,CUMPLE,"8/5/2024, 20:29:48","0,0333333333",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709680,FILTRO PULIDOR PALL SALA JARABES Y CARBO,13350593,Inspeccion semanal filtro pulidor gaseos,ESTADO DE VELAS,si,CUMPLE,"8/5/2024, 20:30:08","0,02",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709680,FILTRO PULIDOR PALL SALA JARABES Y CARBO,13350593,Inspeccion semanal filtro pulidor gaseos,EMPAQUE DEL MANJOL,si,CUMPLE,"8/5/2024, 20:30:15","0,02",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709680,FILTRO PULIDOR PALL SALA JARABES Y CARBO,13350593,Inspeccion semanal filtro pulidor gaseos,FUGAS,si,CUMPLE,"8/5/2024, 20:30:25","0,02",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709680,FILTRO PULIDOR PALL SALA JARABES Y CARBO,13350593,Inspeccion semanal filtro pulidor gaseos,SOLDADURA,si,CUMPLE,"8/5/2024, 20:30:34","0,02",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709680,FILTRO PULIDOR PALL SALA JARABES Y CARBO,13350593,Inspeccion semanal filtro pulidor gaseos,TORNILLOS MANJOL,si,CUMPLE,"8/5/2024, 20:30:43","0,02",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709681,FILTRO PULIDOR PALL AGUA BOTELLON Y BOLS,13350592,Inspeccion semanal filtro pulidor aguas,ESTADO DE VELAS,si,CUMPLE,"8/5/2024, 20:31:00","0,025",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709681,FILTRO PULIDOR PALL AGUA BOTELLON Y BOLS,13350592,Inspeccion semanal filtro pulidor aguas,EMPAQUE DEL MANJOL,si,CUMPLE,"8/5/2024, 20:31:19","0,025",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709681,FILTRO PULIDOR PALL AGUA BOTELLON Y BOLS,13350592,Inspeccion semanal filtro pulidor aguas,FUGAS,si,CUMPLE,"8/5/2024, 20:31:31","0,025",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709681,FILTRO PULIDOR PALL AGUA BOTELLON Y BOLS,13350592,Inspeccion semanal filtro pulidor aguas,SOLDADURA,si,CUMPLE,"8/5/2024, 20:31:38","0,025",,,,,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709910,TANQUE Y BASCULA DE CO2,13350588,Inspeccion semanal tanque de co2 ptar,TORNILLOS MANJOL,si,CUMPLE,"13/5/2024, 13:09:17","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709910,TANQUE Y BASCULA DE CO2,13350588,Inspeccion semanal tanque de co2 ptar,VENTILADOR CONDENSADOR ,si,CUMPLE,"13/5/2024, 13:09:23","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709910,TANQUE Y BASCULA DE CO2,13350588,Inspeccion semanal tanque de co2 ptar,TABLERO ELECTRICO,si,CUMPLE,"13/5/2024, 13:09:26","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709910,TANQUE Y BASCULA DE CO2,13350588,Inspeccion semanal tanque de co2 ptar,ALARMA DE PRESION,si,CUMPLE,"13/5/2024, 13:09:31","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709910,TANQUE Y BASCULA DE CO2,13350588,Inspeccion semanal tanque de co2 ptar,VALVULAS DE SEGURIDAD,si,CUMPLE,"13/5/2024, 13:09:34","0,0166666667",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA SERVICIOS INDUSTRIALES,709910,TANQUE Y BASCULA DE CO2,13350588,Inspeccion semanal tanque de co2 ptar,MANOMETROS ,si,CUMPLE,"13/5/2024, 13:09:39","0,0166666667",si,si,si,si,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,REVISION DE FUGAS,si,CUMPLE,"7/5/2024, 17:51:05","0,0083333333",,,,,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,MANOMETROS,si,CUMPLE,"7/5/2024, 17:51:15","0,0083333333",,,,,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,AMPERIMETRO,si,CUMPLE,"7/5/2024, 17:51:36","0,0083333333",,,,,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,REOSTATO,si,CUMPLE,"7/5/2024, 17:52:20","0,0083333333",,,,,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,VENTILADORES AXIALES ,si,Se debe verificar si se puede colocar un ventilador de respaldo ,,"0,0083333333",,,,,si,JOSE JOVANNY RIVERA ,OMARLY RINCON LOPEZ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/2GkmqsMo3AXsVbC6prBy/pub/5lQrc3jCOEvvwvswuAXj.jpg
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,FLUVIOMETRO DE AIRE,si,CUMPLE,"7/5/2024, 17:54:27","0,0083333333",,,,,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,REGULADOR DE AIRE,si,CUMPLE,"7/5/2024, 17:54:52","0,0083333333",,,,,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,REGULADOR DE CAUDAL,si,CUMPLE,"7/5/2024, 17:55:07","0,0083333333",,,,,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,FLUVIOMETRO DE AGUA,si,CUMPLE,"7/5/2024, 17:55:22","0,0083333333",,,,,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,VALVULAS,si,CUMPLE,"7/5/2024, 17:55:32","0,0083333333",,,,,si,.,.,CUMPLE
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,LAMPARAS DE SEÑALIZACION,si,Se encuentra deshabilitado la lámpara se debe programar puesta en marcha de la misma en los días de mantenimiento ,,"0,0083333333",,,,,si,JOSE JOVANNY RIVERA ,OMARLY RINCON LOPEZ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/2GkmqsMo3AXsVbC6prBy/pub/VbDsDkN6750p3Y97dOFR.jpg
LINEA PARA EL LLENADO DE BOLSAS,719610,GENERADOR DE OZONO AGUA BOLSA,13350577,Inspeccion semanal generador ozo.polaris,VIDRIO DE TORRE OZONO ,si,Este se encuentra desgastado pendiente por confirmar si desean cambiarlo ,,"0,0083333333",,,,,si,JOSE JOVANNY RIVERA ,OMARLY RINCON LOPEZ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/2GkmqsMo3AXsVbC6prBy/pub/URaQ0solPTjG2KDjp18u.jpg
TRATAMIENTO DE AGUA PARA ENVASADO,70948409,UNIDAD ULTRAVIOLETA  AGUA  GASEOSAS,13350547,Inspeccion semanal uv aquafine gaseosas,FUGAS,si,CUMPLE,"8/5/2024, 20:23:28","0,1",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70948409,UNIDAD ULTRAVIOLETA  AGUA  GASEOSAS,13343509,Inspeccion semanal uv aquafine gaseosas,LEDS IND.FUNCIONAMIENTO,si,CUMPLE,"8/5/2024, 20:23:40","0,025",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70948409,UNIDAD ULTRAVIOLETA  AGUA  GASEOSAS,13343509,Inspeccion semanal uv aquafine gaseosas,TEBLERO ELECTRICO,si,CUMPLE,"8/5/2024, 20:23:58","0,025",,,,,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",538673,CAPSULADORA,13350435,Inspeccion semanal capsuladora,AUSENCIA DE OXIDO,si,CUMPLE,"8/5/2024, 14:20:56","0,03",,,,,si,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,69961604,TINA,13350441,Inspeccion semanal tina 4 jarabe termina,ESTADO DE OXIDO,si,CUMPLE,"8/5/2024, 19:45:11","0,0333333333",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,69961604,TINA,13350441,Inspeccion semanal tina 4 jarabe termina,ESTADO BOMBA DE TRANSFERENCIA,si,CUMPLE,"8/5/2024, 19:45:17","0,0333333333",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70948404,TANQUE BALANCEO ,13343505,Inspeccion semanal tanque de balance,TANQUE BALANCEO ,si,CUMPLE,"8/5/2024, 20:26:28","0,05",,,,,si,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,698275,FILTRO DE BUJIAS,13350422,Inspeccion semanal filtro de bujias,ESTADO DE OXIDO,si,CUMPLE,"8/5/2024, 19:44:31","0,25",si,si,si,si,si,.,.,CUMPLE
EQUIPOS PARA  PREPARACION DE JARABE,69961613,TANQUE BALANCEO JARABE,13343495,Inspeccion semanal tk p/l&d,ESTADO DE OXIDO,si,CUMPLE,"8/5/2024, 20:31:49","0,05",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,700016,SUAVIZADOR,13350594,Inspeccion semanal suavizador,AUSENCIA DE OXIDO,si,CUMPLE,"8/5/2024, 20:32:11","0,1",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70948409,UNIDAD ULTRAVIOLETA  AGUA  GASEOSAS,13343509,Inspeccion semanal uv aquafine gaseosas,AUSENCIA DE OXIDO,si,CUMPLE,"8/5/2024, 20:24:05","0,025",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70948410,UNIDAD ULTRAVIOLETA  AGUA  CRISTAL,13343511,Inspeccion semanal uv aquafine a cristal,AUSENCIA DE OXIDO,si,CUMPLE,"8/5/2024, 20:24:53","0,125",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709681,FILTRO PULIDOR PALL AGUA BOTELLON Y BOLS,13342971,Inspeccion semanal filtro pulidor aguas,ESTADO DE OXIDO,si,CUMPLE,"8/5/2024, 20:31:49","0,05",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709681,FILTRO PULIDOR PALL AGUA BOTELLON Y BOLS,13342971,Inspeccion semanal filtro pulidor aguas,AUSENCIA DE OXIDO,si,CUMPLE,"8/5/2024, 20:32:01","0,05",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,700016,SUAVIZADOR,13354485,Inspeccion semanal suavizador,RODAMIENTO,si,CUMPLE,"17/5/2024, 8:25:46","0,0166666667",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,700016,SUAVIZADOR,13354485,Inspeccion semanal suavizador,FUGA DE SELLO MECANICO,si,CUMPLE,"17/5/2024, 8:25:57","0,0166666667",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,700016,SUAVIZADOR,13354485,Inspeccion semanal suavizador,EMPAQUE MAJOL,si,CUMPLE,"17/5/2024, 8:26:05","0,0166666667",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,700016,SUAVIZADOR,13354485,Inspeccion semanal suavizador,VALVULA DE SERV.,si,CUMPLE,"17/5/2024, 8:26:16","0,0166666667",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,700016,SUAVIZADOR,13354485,Inspeccion semanal suavizador,BOMBA SALMUERA,si,CUMPLE,"17/5/2024, 8:26:26","0,0166666667",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,700016,SUAVIZADOR,13354485,Inspeccion semanal suavizador,MOTO REDUCTOR AGITADOR,si,CUMPLE,"17/5/2024, 8:26:40","0,0166666667",,,,,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,709484,FLOCULADOR,13354486,Inspeccion semanal floculador,REDUCTOR AGITADOR,si,CUMPLE,"17/5/2024, 8:24:53","0,1",si,si,si,si,si,.,.,CUMPLE
TRATAMIENTO DE AGUA PARA ENVASADO,70961204,FILTRO DE CARBON,13354696,Inspeccion semanal filtro de carbon #2,Inspeccion semanal filtro de carbon #2 fuga,si,CUMPLE,"17/5/2024, 8:26:54","0,1",si,si,si,si,si,.,.,CUMPLE
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,13342786,Inspeccion semanal llenadora de botellas,VALVULAS LLENADORAS,,,,"0,0037037037",,,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,13342786,Inspeccion semanal llenadora de botellas,PISTONES ELEVADORES,,,,"0,0037037037",,,,,,,,
"LINEA DE ENVASADO 12 ONZ Y 8,5 ONZ",518582,LLENADORA,13342786,Inspeccion semanal llenadora de botellas,GUIAS PLASTICAS,,,,"0,0037037037",,,,,,,,
